id,text,parent
NPU02386,Homoarginine,NPU00000
NPU02387,Homocarnosine,NPU00000
NPU02388,Homocitrulline,NPU00000
NPU02397,Homocystine,NPU00000
NPU02398,Homocystine,NPU00000
NPU02399,Homogentisate,NPU00000
NPU02400,Homoserine,NPU00000
NPU02401,Homovanillate,NPU00000
NPU02402,Homovanillate,NPU00000
NPU02409,Hydrogen carbonate,NPU00000
NPU02410,Hydrogen carbonate,NPU00000
NPU02412,Hydrogen ion,NPU00000
NPU02413,Hydrogen ion,NPU00000
NPU02415,Hydrogen ion,NPU00000
NPU02422,Hydroxyandrosterone,NPU00000
NPU02424,Hydroxybutyrate,NPU00000
NPU02425,Hydroxybutyrate,NPU00000
NPU02426,Hydroxybutyrate,NPU00000
NPU02428,Hydroxycalcidiol,NPU00000
NPU02429,Hydroxyindolylacetate,NPU00000
NPU02430,Hydroxyindolylacetate,NPU00000
NPU02433,Hydroxylysine,NPU00000
NPU02434,Hydroxylysine,NPU00000
NPU02460,Hydroxyprogesterone,NPU00000
NPU02461,Hydroxyprogesterone secretion,NPU00000
NPU02462,Hydroxyproline,NPU00000
NPU02463,Hydroxyproline,NPU00000
NPU02464,Hydroxyproline,NPU00000
NPU02465,Hydroxyproline,NPU00000
NPU02466,Hydroxyproline,NPU00000
NPU02474,Immune complexes,NPU00000
NPU02476,Immunoglobulin A,NPU00000
NPU02477,Immunoglobulin A,NPU00000
NPU02478,Immunoglobulin A,NPU00000
NPU02479,Immunoglobulin D,NPU00000
NPU02481,Immunoglobulin G,NPU00000
NPU02483,Rheumatoid factor antibody,NPU00000
NPU02486,Immunoglobulin G subclasses,NPU00000
NPU02488,Immunoglobulin M,NPU00000
NPU02492,Inhibin,NPU00000
NPU02496,Insulin,NPU00000
NPU02497,Insulin,NPU00000
NPU02498,Insulin-like growth factor I,NPU00000
NPU02499,Insulin-like growth factor I,NPU00000
NPU02500,Insulin-like growth factor II,NPU00000
NPU02502,Intrinsic factor,NPU00000
NPU02504,Intrinsic factor,NPU00000
NPU02505,Iodine,NPU00000
NPU02506,Iron,NPU00000
NPU02507,Iron,NPU00000
NPU02508,Iron,NPU00000
NPU02509,Pancreatic beta-cell antibody,NPU00000
NPU02510,Isoleucine,NPU00000
NPU02511,Isoleucine,NPU00000
NPU02522,Keratine antibody,NPU00000
NPU02542,Lactose tolerance,NPU00000
NPU02544,Lactate,NPU00000
NPU02545,Lactate,NPU00000
NPU02546,Lactate dehydrogenase,NPU00000
NPU02547,Lactate dehydrogenase type,NPU00000
NPU02572,Lead,NPU00000
NPU02573,Lead,NPU00000
NPU02574,Lead,NPU00000
NPU02575,Lead,NPU00000
NPU02576,Phosphatidylcholine/Sphingomyelin,NPU00000
NPU02589,Leucine,NPU00000
NPU02590,Leucine,NPU00000
NPU02591,Insulin secretion,NPU00000
NPU02593,Leukocytes,NPU00000
NPU02594,Leukocytes,NPU00000
NPU02596,Leukocyte type,NPU00000
NPU02597,Leukocyte type,NPU00000
NPU02612,Lithium ion,NPU00000
NPU02613,Lithium ion,NPU00000
NPU02617,Lupus erythematosus particles,NPU00000
NPU02618,Lutropin,NPU00000
NPU02619,Lutropin,NPU00000
NPU02620,Lutropin alpha-chain,NPU00000
NPU02621,Lutropin alpha-chain,NPU00000
NPU02622,Lutropin beta-chain,NPU00000
NPU02623,Lutropin beta-chain,NPU00000
NPU02636,Lymphocytes,NPU00000
NPU02637,Lymphocytes+monocytes,NPU00000
NPU02639,Lysine,NPU00000
NPU02640,Lysine,NPU00000
NPU02641,Lysozyme,NPU00000
NPU02642,M-component,NPU00000
NPU02643,M-component,NPU00000
NPU02644,M-component,NPU00000
NPU02645,M-component,NPU00000
NPU02646,Macroglobulin,NPU00000
NPU02647,Magnesium,NPU00000
NPU02648,Magnesium,NPU00000
NPU02649,Magnesium ammonium phosphate,NPU00000
NPU02650,Magnesium ion,NPU00000
NPU02668,Manganese,NPU00000
NPU02669,Manganese,NPU00000
NPU02670,Manganese,NPU00000
NPU02695,Melanin,NPU00000
NPU02699,Mercury,NPU00000
NPU02700,Mercury,NPU00000
NPU02701,Mercury,NPU00000
NPU02702,Mercury,NPU00000
NPU02723,Methanol,NPU00000
NPU02725,Methaemoglobin,NPU00000
NPU02726,Methionine,NPU00000
NPU02727,Methionine,NPU00000
NPU02740,Methoxyadrenalinium+3-methoxynoradrenalinium,NPU00000
NPU02776,Methylhistidine,NPU00000
NPU02777,Methylhistidine,NPU00000
NPU02778,Methylhistidine,NPU00000
NPU02779,Methylhistidine,NPU00000
NPU02780,Methylmalonate,NPU00000
NPU02781,Methylmalonate,NPU00000
NPU02817,Microglobulin,NPU00000
NPU02818,Microglobulin,NPU00000
NPU02822,Lactate dehydrogenase type,NPU00000
NPU02835,Mitotic spindle apparatus antibody,NPU00000
NPU02836,Molybdenum,NPU00000
NPU02837,Molybdenum,NPU00000
NPU02838,Molybdenum,NPU00000
NPU02839,Molybdenum,NPU00000
NPU02840,Monocytes,NPU00000
NPU02850,Smooth muscle antibody,NPU00000
NPU02851,Sarcolemma antibody,NPU00000
NPU02852,Striated muscle antibody,NPU00000
NPU02854,Myoglobin,NPU00000
NPU02898,HNA antibody,NPU00000
NPU02902,Neutrophilocytes,NPU00000
NPU02903,Neutrophilocytes,NPU00000
NPU02904,Neutrophilocytes,NPU00000
NPU02905,Nickel,NPU00000
NPU02906,Nickel,NPU00000
NPU02907,Nickel,NPU00000
NPU02917,Nitrogen(N),NPU00000
NPU02925,Nucleolus antibody,NPU00000
NPU02926,Nucleotidase,NPU00000
NPU02936,Ornithine,NPU00000
NPU02937,Ornithine,NPU00000
NPU02948,Orosomucoid,NPU00000
NPU02949,Orotate,NPU00000
NPU02966,Osmotic pressure reaction,NPU00000
NPU02967,Osmotic pressure reaction,NPU00000
NPU02968,Osteocalcin,NPU00000
NPU02970,Oxalate,NPU00000
NPU02971,Oxalate,NPU00000
NPU02986,Oxoglutarate,NPU00000
NPU03006,Oxygen,NPU00000
NPU03007,Oxygen,NPU00000
NPU03008,Oxygen,NPU00000
NPU03010,Oxygen,NPU00000
NPU03011,Oxygen,NPU00000
NPU03012,Oxygen,NPU00000
NPU03013,Oxyhaemoglobin,NPU00000
NPU03021,Pancreatic polypeptide,NPU00000
NPU03022,Cholecystokinin,NPU00000
NPU03027,Parathyrin,NPU00000
NPU03028,Parathyrin,NPU00000
NPU03029,Parietal cell antibody,NPU00000
NPU03043,Pepsinogen A,NPU00000
NPU03069,Phenylalanine,NPU00000
NPU03070,Phenylalanine,NPU00000
NPU03071,Phenylalanine,NPU00000
NPU03095,Phosphate(P; inorganic),NPU00000
NPU03096,Phosphate(P; inorganic),NPU00000
NPU03114,Phosphoethanolamine,NPU00000
NPU03171,Phytanate,NPU00000
NPU03173,Pipecolate,NPU00000
NPU03178,Plasma,NPU00000
NPU03203,Platinum,NPU00000
NPU03204,Platinum,NPU00000
NPU03205,Platinum,NPU00000
NPU03210,Porphobilinogen,NPU00000
NPU03227,Porphyrins,NPU00000
NPU03228,Porphyrins,NPU00000
NPU03229,Potassium ion,NPU00000
NPU03230,Potassium ion,NPU00000
NPU03232,Pregnancy protein 1,NPU00000
NPU03233,Pregnanediol,NPU00000
NPU03234,Pregnanetriol,NPU00000
NPU03236,Angiotensin I,NPU00000
NPU03237,Angiotensin I,NPU00000
NPU03242,Progesterone,NPU00000
NPU03243,Progesterone,NPU00000
NPU03244,Progesterone receptor,NPU00000
NPU03245,Progesterone receptor,NPU00000
NPU03246,Proinsulin,NPU00000
NPU03247,Proinsulin C-peptide,NPU00000
NPU03248,Proinsulin C-peptide,NPU00000
NPU03252,Prolactin,NPU00000
NPU03253,Prolactin,NPU00000
NPU03255,Proline,NPU00000
NPU03256,Proline,NPU00000
NPU03257,Proline,NPU00000
NPU03275,Prostata specific antigen,NPU00000
NPU03276,Protein,NPU00000
NPU03277,Protein,NPU00000
NPU03278,Protein,NPU00000
NPU03300,Protein type,NPU00000
NPU03301,Protein type,NPU00000
NPU03303,Antitrypsin,NPU00000
NPU03307,Protoporphyrin(Zn)/Haemoglobin(Fe),NPU00000
NPU03308,Protoporphyrin,NPU00000
NPU03322,Pyrophosphate crystals,NPU00000
NPU03323,Pyrophosphate crystals,NPU00000
NPU03328,Pyruvate,NPU00000
NPU03329,Pyruvate,NPU00000
NPU03340,Pyruvate kinase,NPU00000
NPU03351,Renin,NPU00000
NPU03352,Renin,NPU00000
NPU03355,Reticulin antibody,NPU00000
NPU03356,Reticulocytes,NPU00000
NPU03357,Retinol,NPU00000
NPU03358,Retinol binding protein,NPU00000
NPU03359,Riboflavin,NPU00000
NPU03370,Rubidium,NPU00000
NPU03371,Rubidium,NPU00000
NPU03372,Rubidium,NPU00000
NPU03373,Rubidium,NPU00000
NPU03396,Sarcosine,NPU00000
NPU03397,Sarcosine,NPU00000
NPU03402,DNA topoisomerase 1 antibody,NPU00000
NPU03403,Secretin,NPU00000
NPU03404,Sedimentation reaction,NPU00000
NPU03405,Selenium,NPU00000
NPU03406,Selenium,NPU00000
NPU03414,Serine,NPU00000
NPU03415,Serine,NPU00000
NPU03416,Serine,NPU00000
NPU03417,Serotonin,NPU00000
NPU03418,Serotonin,NPU00000
NPU03419,Sexual-hormone-binding-globulin,NPU00000
NPU03423,Silicon,NPU00000
NPU03424,Silicon,NPU00000
NPU03425,Silver,NPU00000
NPU03426,Sj?gren syndrome A antibody,NPU00000
NPU03427,Lupus La protein antibody,NPU00000
NPU03429,Sodium ion,NPU00000
NPU03430,Sodium ion,NPU00000
NPU03431,Sodium ion,NPU00000
NPU03432,Sodium ion/Potassium ion,NPU00000
NPU03433,Solute,NPU00000
NPU03434,Solute,NPU00000
NPU03435,Somatostatin,NPU00000
NPU03436,Somatotropin,NPU00000
NPU03437,Somatotropin,NPU00000
NPU03438,Somatotropin secretion,NPU00000
NPU03439,Somatotropin secretion,NPU00000
NPU03489,Streptokinase,NPU00000
NPU03494,Strontium,NPU00000
NPU03498,Substance P,NPU00000
NPU03499,Succinate,NPU00000
NPU03511,Sucrose tolerance,NPU00000
NPU03520,Sulfhaemoglobin,NPU00000
NPU03540,Taurine,NPU00000
NPU03541,Taurine,NPU00000
NPU03542,Taurine,NPU00000
NPU03543,Testosterone,NPU00000
NPU03544,Testosterone,NPU00000
NPU03548,Testosterone,NPU00000
NPU03549,Testosterone,NPU00000
NPU03550,Tetrahydroaldosterone,NPU00000
NPU03551,Thallium,NPU00000
NPU03552,Thallium,NPU00000
NPU03553,Thallium,NPU00000
NPU03555,Thiocyanate,NPU00000
NPU03557,Threonine,NPU00000
NPU03558,Threonine,NPU00000
NPU03559,Threonine,NPU00000
NPU03562,Thrombocytes,NPU00000
NPU03563,HPA antigen,NPU00000
NPU03565,Cholinesterase type,NPU00000
NPU03568,Thrombocytes,NPU00000
NPU03572,Thyroglobulin,NPU00000
NPU03573,Thyroglobulin antibody,NPU00000
NPU03574,Thyroid antibody,NPU00000
NPU03575,Thyroid microsome antibody,NPU00000
NPU03577,Thyrotropin,NPU00000
NPU03578,Thyroxine,NPU00000
NPU03579,Thyroxine,NPU00000
NPU03580,Thyroxine binding globulin,NPU00000
NPU03581,Tin,NPU00000
NPU03582,Tin,NPU00000
NPU03584,Tissue polypeptide antigen,NPU00000
NPU03585,Titanium,NPU00000
NPU03589,Tocopherols,NPU00000
NPU03605,Transcobalamin,NPU00000
NPU03606,Transcortin,NPU00000
NPU03607,Transferrin,NPU00000
NPU03612,Triacylglycerol lipase,NPU00000
NPU03618,Trichloracetate,NPU00000
NPU03619,Leukocytes,NPU00000
NPU03620,Triglyceride,NPU00000
NPU03621,"Triglyceride, in HDL",NPU00000
NPU03622,"Triglyceride, in LDL",NPU00000
NPU03623,"Triglyceride, in VLDL",NPU00000
NPU03624,Triiodothyronine,NPU00000
NPU03625,Triiodothyronine,NPU00000
NPU03653,Tryptophan,NPU00000
NPU03654,Tryptophan,NPU00000
NPU03655,Tryptophan,NPU00000
NPU03658,Tyramine-O-sulphate,NPU00000
NPU03659,Tyrosine,NPU00000
NPU03660,Tyrosine,NPU00000
NPU03685,Uranium,NPU00000
NPU03686,Uranium,NPU00000
NPU03687,Urate,NPU00000
NPU03688,Urate,NPU00000
NPU03689,Urate,NPU00000
NPU03690,Urate crystals,NPU00000
NPU03691,Urate crystals,NPU00000
NPU03694,Urine,NPU00000
NPU03695,Urine,NPU00000
NPU03696,Urobilin,NPU00000
NPU03697,Urobilinogen,NPU00000
NPU03698,Uronate,NPU00000
NPU03699,Uronate/Creatininium,NPU00000
NPU03732,Valine,NPU00000
NPU03733,Valine,NPU00000
NPU03734,Valine,NPU00000
NPU03736,Vanadium,NPU00000
NPU03737,Vanadium,NPU00000
NPU03738,Vanadium,NPU00000
NPU03739,Vanillylmandelate,NPU00000
NPU03743,Vasoactive intestinal polypeptide,NPU00000
NPU03744,Vasopressin,NPU00000
NPU03745,Vasopressin,NPU00000
NPU03764,Xylose tolerance,NPU00000
NPU03767,Zinc,NPU00000
NPU03768,Zinc,NPU00000
NPU03770,Zinc,NPU00000
NPU03787,Potassium ion,NPU00000
NPU03789,Air,NPU00000
NPU03790,Water evaporation,NPU00000
NPU03791,Water evaporation,NPU00000
NPU03792,Cholinesterase type,NPU00000
NPU03794,Body,NPU00000
NPU03795,Blood,NPU00000
NPU03796,Sodium ion,NPU00000
NPU03798,Erythroblasts,NPU00000
NPU03799,Erythroblasts,NPU00000
