id,text,parent
XBTPFA,(B)Trc-Funktion,*00000
XBTIVY,Blådningstid enl IVY,*00000
BCAJON,P-Calciumjon,*00000
BCYSTC,P-Cystatin C,*00000
BLIPID,HDL+LDL+kvot,*00000
BJBIN,P-Transferrin,*00000
BTRFREC,P-Transfrecept låsl,*00000
NPU03429,P-Natrium,*00000
NPU03230,P-Kalium,*00000
NPU01807,P-Kreatinin,*00000
NPU10302,P-Cystatin C,*00000
XGFRB,Pt-GFR,*00000
NPU01459,P-Urea,*00000
SWE05001,P-Albumin,*00000
NPU01443,P-Calcium,*00000
NPU01446,P-Calciumjonaktivitet,*00000
NPU02647,P-Magnesium,*00000
NPU03096,P-Fosfat,*00000
NPU01370,P-Bilirubin,*00000
NPU17194,P-Bilirubin,*00000
NPU02546,P-LD,*00000
NPU01144,P-Alkalisk fosfatas,*00000
NPU01121,P-ALAT,*00000
NPU02251,P-Glutamyltransferas,*00000
NPU08591,P-Amylas,*00000
SWE05149,P-Troponin I,*00000
XTROPIAK,P-Troponin I (AKM),*00000
SWE05080,P-Myoglobin,*00000
XMYOAKM,P-Myoglobin(AKM),*00000
SWE05106,P-CKMB,*00000
XCKMBAKM,P-CKMB(AKM),*00000
NPU01796,P-Kreatinkinas(CK),*00000
XPROBNP,P-N-terminalt pBNP,*00000
NPU17180,S-N-terminalt ANP,*00000
NPU02192,P-Glukos,*00000
XGLUHCP,P-Glukos,*00000
XGLULAK,Glukosåkn Laktosbel,*00000
FGLUELT,Pt-Glukoselim iv T1/2,*00000
FGLUELK,Glukoselim iv Kv?rde,*00000
NPU03835,B-HbA1c,*00000
NPU01566,P-Kolesterol,*00000
NPU01567,P-HDL-kolesterol,*00000
NPU10171,fP-LDL-kolesterol,*00000
NPU10172,fP-LDL/HDL,*00000
NPU04095,fP-Triglycerider,*00000
NPU02508,P-J?rn,*00000
SWE05300,P-Transferrin,*00000
XTRFJM,P-J?rnm?ttnad,*00000
XFERR,P-Ferritin,*00000
XTRFRE,P-Transfrecept låsl,*00000
XTRFKVO,P-låsl TfR/Ferritin,*00000
NPU03928,P-Ammoniumjon,*00000
NPU01324,P-ASAT,*00000
NPU01992,S-Etanol,*00000
NPU02723,S-Metanol,*00000
NPU08796,S-Isopropanol,*00000
NPU03944,P-Laktat,*00000
NPU10286,P-Bikarbonat,*00000
NPU01536,P-Klorid,*00000
NPU09356,P-Urat,*00000
NPU03768,S-Zink,*00000
NPU01773,S-Koppar,*00000
XKYLO,P-Kylomikroner,*00000
YAPOA,P-Apolipoprotein A1,*00000
YAPOB,P-Apolipoprotein B,*00000
YPLPA,Lipoprotein (a),*00000
XTRFKF,S-Transf,*00000
NPU03433,S-Osmolalitet,*00000
XKOLINE,P-Pseudokolinesteras,*00000
BATPOTSH,S-TSH/antiTPO,*00000
NPU03577,S-TSH,*00000
NPU20041,S-Tyreoideaperox ak,*00000
NPU03579,S-Tyroxin fritt,*00000
NPU03624,S-Trijodtyronin,*00000
YTHY,Tyreoglobulin,*00000
SWE05132,S-Prolaktin,*00000
XFSH2,S-FSH,*00000
XLH2,S-LH,*00000
NPU09357,S-Østradiol,*00000
NPU03242,S-Progesteron,*00000
NPU03543,S-Testosteron,*00000
NPU03419,S-Kånshormonbindglob,*00000
NPU01253,S-Androstendion,*00000
NPU04121,S-DHEA-SO4,*00000
YDHA,DHA,*00000
NPU02460,S-17alfa-Hydroxiprog,*00000
YDHEA,DHEA,*00000
YPREG,Pregnantiol,*00000
YSTER,Steroidmånster,*00000
NPU01582,P-HCG total,*00000
XHCGAKM,P-HCG total (AKM),*00000
XGPHALF,S-GPH,*00000
XTILLVH,S-Tillv?xthormon,*00000
XIGF1,S-IGF1,*00000
XIGFBP3,S-IGF-BP3,*00000
XACTH,P-ACTH,*00000
NPU01787,S-Kortisol,*00000
XBIOPTH,P-PTH,*00000
XIPTH,P-PTH,*00000
XPTHOP,P-PTH,*00000
XVITD3,P-VitaminD3,*00000
SWE050804,S-Osteokalcin,*00000
XCROLAP,A-Beta CrossLaps,*00000
NPU01135,P-Aldosteron,*00000
YADH,ADH,*00000
NPU02496,S-Insulin,*00000
NPU04149,S-C-Peptid,*00000
NPU04020,S-Proinsulin,*00000
XGLUKA,fP-Glukagon,*00000
NPU04152,fS-Gastrin,*00000
XCGA,fP-Chromogran A,*00000
XCGB,fP-Chromogran B,*00000
NPU10616,P-Neuropeptid Y,*00000
NPU03021,S-Pankreaspolypept,*00000
NPU03743,fP-VIP,*00000
XKALCITO,S-Kalcitonin,*00000
NPU03351,P-Renin,*00000
NPU04012,S-Erytropoietin,*00000
BAMINOP,fP-Aminosyror,*00000
BPROT,P-Proteiner kvant,*00000
BELFOP,P-Proteinfraktioner,*00000
BPSA,P-Prostataspec ag.,*00000
SWE05113,P-Transtyretin,*00000
SWE05155,P-Albumin (immkem),*00000
SWE05009,P-Antitrypsin,*00000
SWE05085,P-Orosomukoid,*00000
SWE05019,P-Haptoglobin,*00000
SWE05063,P-Fibrinogen,*00000
SWE05067,P-IgG,*00000
SWE05073,P-IgA,*00000
SWE05069,P-IgM,*00000
XPROTBED,Prot frak (bedåmn),*00000
XIOHEX,Pt-Iohexolclearance,*00000
SWE05123,P-Ceruloplasmin,*00000
XFIBNEK,P-Fibronektin,*00000
YMIK,S-B2-Mikroglobulin,*00000
NPU08669,P-PSA,*00000
XPSAKVO,P-PSA-kvot fritt/tot,*00000
SWE05010,P-Fetoprotein,*00000
SWE05039,P-Carcinoemb ag,*00000
NPU01449,P-CA 15-3,*00000
NPU01450,P-CA 19-9,*00000
NPU01448,P-CA 125,*00000
XALA,P-Alanin,*00000
XARG,P-Arginin,*00000
XASP,P-Asparagin,*00000
XCIT,P-Citrullin,*00000
XCYSTIN,P-Cystin,*00000
NPU03070,fP-Fenylalanin,*00000
XGLUT,P-Glutamin,*00000
XGLY,P-Glycin,*00000
XHIST,P-Histidin,*00000
XHYD,P-Hydroxiprolin,*00000
XISOLEU,P-Isoleucin,*00000
XLEU,P-Leucin,*00000
XLYS,P-Lysin,*00000
NPU02726,fP-Metionin,*00000
XORN,P-Ornitin,*00000
XPRO,P-Prolin,*00000
XSER,P-Serin,*00000
XSMØR,P-alfa-aminosmårsyra,*00000
XTAU,P-Taurin,*00000
XTRE,P-Treonin,*00000
XTRYP,P-Tryptofan,*00000
XTYR,P-Tyrosin,*00000
XVAL,P-Valin,*00000
XAMIPBED,P-Aminosyror(bedåmn),*00000
XENZERC,(B)Erc-Enzymer,*00000
XMETAERC,(B)Erc-Metaboliter,*00000
NPU01907,(B)Erc-Bisfosfoglyce,*00000
NPU02206,Erc-G6P-Dehydrogenas,*00000
NPU03340,(B)Erc-Pyruvatkinas,*00000
NPU03946,S-Mononukleos ak,*00000
XLPHDNA,Laktostol genotyp,*00000
YACE,ACE,*00000
YHIST,Histamin,*00000
YORG,Organiska syror,*00000
YPORFY,Porfyrin,*00000
YSELEN,Selen,*00000
YTAK,P-Takykininer,*00000
YVIT,Vitamin D,*00000
YDIV,Skickeprov,*00000
YISOEN,Isoenzymer,*00000
BALBU,Pt(U)-Albumin,*00000
BAMINOU,U-Aminosyror,*00000
BCAU,Pt(U)-Calcium,*00000
BKLORU,Pt(U)-Klorid,*00000
BKOPU,Pt(U)-Koppar,*00000
BSYSTIN,U-Cystin,*00000
BDOP,Pt(U)-Dopamin,*00000
BHIA,Pt(U)-HIAA,*00000
BHVA,Pt(U)-Homovanillat,*00000
BKALA,U-L?tta immungl kedj,*00000
BKAT,Pt(U)-Katekolaminer,*00000
BKORTU,Pt(U)-Kortisol,*00000
BCKRE,Kreatininclearance,*00000
BKREU,Pt(U)-Kreatinin,*00000
BMKAT,Pt(U)-Met-katekol,*00000
BMAGNU,Pt(U)-Magnesium,*00000
BMHMA,Pt(U)-Met-OH-mandel,*00000
BENKU,Pt(U)-Natrium,*00000
BFOSU,Pt(U)-Fosfat,*00000
SWE05307,U-Proteinfraktioner,*00000
BPROTHC,Pt(U)-Protein HC,*00000
BSED,U-Sediment (mikr),*00000
BUTESTR,U-Testremsa,*00000
BURATU,Pt(U)-Urat,*00000
BUREAU,Pt(U)-Urea,*00000
NPU105041,U-Acetacetat (testr),*00000
SWE05024,U-Albumin (testr),*00000
NPU03963,U-Erytrocyter (testr),*00000
NPU04207,U-Glukos (testr),*00000
NPU03987,U-Leukocyter (testr),*00000
NPU10506,U-Nitrit (testr),*00000
XCYLHU,U-Hyalina cylindrar,*00000
XCYLKU,U-Korniga cylindrar,*00000
XHCGU,U-HCG,*00000
XL?NGD,Pt-L?ngd,*00000
NPU03804,Pt-Vikt,*00000
NPU10379,Urinsamlingsperiod,*00000
NPU03695,Urinvolym,*00000
NPU09102,U-Kreatinin,*00000
XKREAUF,Pt(U)-Kreatinin,*00000
NPU14048,Pt-Krea-clearance,*00000
NPU03930,U-Urea,*00000
XUREAUF,Pt(U)-Urea,*00000
NPU03959,U-Urat,*00000
XURATUF,Pt(U)-Urat,*00000
XALBU,U-Albumin,*00000
XALBUFL,Pt(U)-Albumin,*00000
SWE05310,U-Albumin/kreatinin,*00000
XKAPPAU,U-Kappa kedjor,*00000
XKAPPAUF,Pt(U)-Kappa kedjor,*00000
XKAPPAAKRE,Kappa kedjor/krea,*00000
XLAMBDAU,U-Lambda kedjor,*00000
XLAMDAUF,Pt(U)-Lamda kedjor,*00000
XLAMDAKRE,Lamda kedjor/krea,*00000
XPROTHCU,U-Protein HC,*00000
XPROHCUF,Pt(U)-Protein HC,*00000
XPROTHCKRE,Protein HC/krea,*00000
SWE05078,U-Lysozym,*00000
XALAU,U-Alanin,*00000
XALAKRE,Alanin/kre,*00000
XARGU,U-Arginin,*00000
XARGKRE,Arginin/krea,*00000
XASPU,U-Asparagin,*00000
XASPKRE,Asparagin/krea,*00000
XCITU,U-Citrullin,*00000
XCITKRE,Citrullin/krea,*00000
NPU01828,U-Cystin,*00000
NPU14207,Cystin/kre,*00000
XFENYL,U-Fenylalanin,*00000
XFENYKRE,Fenylalanin/krea,*00000
XGLUTU,U-Glutamin,*00000
XGLUTKRE,Glutamin/krea,*00000
XGLYU,U-Glycin,*00000
XGLYKRE,Glycin/krea,*00000
XHISTU,U-Histidin,*00000
XHISTKRE,Histidin/krea,*00000
XHYDU,U-Hydroxiprolin,*00000
NPU04210,Hydroxiprolin/krea,*00000
XISOLEUU,U-Isoleucin,*00000
XISOLKRE,Isoleucin/krea,*00000
XLEUU,U-Leucin,*00000
XLEUKRE,Leucin/krea,*00000
XLYSU,U-Lysin,*00000
XLYSKRE,Lysin/krea,*00000
XMETU,U-Metionin,*00000
XMETKRE,Metionin/krea,*00000
XORNU,U-Ornitin,*00000
XORNKRE,Ornitin/krea,*00000
XPROU,U-Prolin,*00000
XPROKRE,Prolin/krea,*00000
XSERU,U-Serin,*00000
XSERKRE,Serin/krea,*00000
XSMØRU,U-alfa-aminosmårsyra,*00000
XSMØKRE,alfa-aminosmårs/krea,*00000
XTAUU,U-Taurin,*00000
XTAUKRE,Taurin/krea,*00000
XTREU,U-Treonin,*00000
XTREKRE,Treonin/krea,*00000
XTRYPU,U-Tryptofan,*00000
XTRYPKRE,Tryptofan/krea,*00000
XTYRU,U-Tyrosin,*00000
XTYRKRE,Tyrosin/krea,*00000
XVALU,U-Valin,*00000
XVALKRE,Valin/krea,*00000
XAMIUBED,U-Aminosyror(bedåmn),*00000
NPU04160,U-Calcium,*00000
XCALUF,Pt(U)-Calcium,*00000
NPU03955,U-Fosfat,*00000
XFOSFAUF,Pt(U)-Fosfat,*00000
NPU03434,U-Osmolalitet,*00000
XPHU,U-V?tejonakt(testr),*00000
NPU03787,U-Kalium,*00000
NPU03229,Pt(U)-Kalium,*00000
NPU03431,U-Natrium,*00000
NPU03796,Pt(U)-Natrium,*00000
NPU08613,U-Klorid,*00000
NPU01535,Pt(U)-Klorid,*00000
XKOPPARU,U-Koppar,*00000
XKOPPAUF,Pt(U)-Koppar,*00000
NPU02648,U-Magnesium,*00000
XMAGNEUF,Pt(U)-Magnesium,*00000
NPU03916,U-Adrenalin,*00000
XADRENUF,Pt(U)-Adrenalin,*00000
XADREKVU,Adrenalin/krea,*00000
NPU03949,U-Noradrenalin,*00000
XNORAUF,Pt(U)-Noradrenalin,*00000
XNORKREU,Noradrenalin/krea,*00000
NPU14174,U-Dopamin,*00000
XDOPAUF,Pt(U)-Dopamin,*00000
XDOPKREU,Dopamin/krea,*00000
XMADREU,U-Met-adrenalin,*00000
XMADREUF,Pt(U)-Met-adrenalin,*00000
NPU10002,Met-adrenalin/krea,*00000
XMNORAU,U-Met-noradrenalin,*00000
XMNORAUF,Pt(U)-Met-noradrena,*00000
NPU10003,Met-noradrenalin/kre,*00000
NPU08685,U-Met-mandelat,*00000
XMHMAUF,Pt(U)-Met-mandelat,*00000
NPU03802,Met-mandelat/krea,*00000
XMTYRAU,U-Metoxityramin,*00000
XMTYRAUF,Pt(U)-Metoxityramin,*00000
NPU10004,Metoxityramin/krea,*00000
NPU04159,U-5-HIAA,*00000
XHIAAUF,Pt(U)-5-HIAA,*00000
XHIAAKRE,5-HIAA/krea,*00000
NPU02402,U-Homovanillat,*00000
XHOMOVUF,Pt(U)-Homovanillat,*00000
NPU10164,Homovanillat/krea,*00000
NPU04360,U-Kortisol,*00000
XKORTIUF,Pt(U)-Kortisol,*00000
NPU04864,U-PBG (kval),*00000
NPU03697,U-Urobilinog (testr),*00000
NPU19747,U-Cotinine,*00000
BRISP,Risperidon,*00000
BSULFA,Sulfa,*00000
NPU01886,S-Digoxin,*00000
NPU04786,S-Digitoxin,*00000
NPU03554,S-Teofyllin,*00000
NPU03062,S-Fenobarbital,*00000
NPU03085,S-Fenytoin,*00000
NPU01457,S-Karbamazepin,*00000
NPU03735,S-Valporat,*00000
XAMI,S-Amitriptylin,*00000
NPU02923,S-Nortriptylin,*00000
XKLOMI,S-Klomipramin,*00000
XKLODES,S-Desmetylklomiprami,*00000
NPU02613,S-Litium,*00000
YHALO,Haloperidol,*00000
NPU04114,S-Klozapin,*00000
NPU03047,S-Perfenazin,*00000
XRISP,S-Risperidon,*00000
XRISPOH,S-Risperidon,*00000
XZUKLO,S-Zuklopentixol,*00000
NPU02739,S-Metotrexat,*00000
XSULFAO,S-Sulfonamid,*00000
NPU10210,S-Sulfonamid,*00000
NPU04830,S-Tiopental,*00000
NPU03383,S-Salicylat,*00000
NPU03024,S-Paracetamol,*00000
XGEN2C9,Cytokrom2C9,*00000
XGEN2C19,Cytokrom2C19,*00000
XGEN2D6,Cytokrom2D6,*00000
XGENNAT,NAT2,*00000
NPU19745,S-Cotinine,*00000
YEGLY,S-Etylenglykol,*00000
YBENZ,Benzodiazepiner,*00000
BCELLCSV,Csv-Celler klassific,*00000
BGLUCSV,Csv-Glukos,*00000
BIGGIND,IgG-index,*00000
SWE05312,Csv-Proteinfraktion,*00000
XUFCCSV,Csv-Utseend få cent,*00000
XUECCSV,Csv-Utseend eft cent,*00000
NPU01962,Csv-Erytrocyter,*00000
NPU10774,(Csv)Lkc-Poly,*00000
NPU10763,(Csv)Lkc-Mono,*00000
XJFCSV,Csv-J?rnfager,*00000
XABSCSV,Csv-Hem o hemderivat,*00000
NPU08626,Csv-Hem o hemderivat,*00000
NPU02190,Csv-Glukos,*00000
NPU02545,Csv-Laktat,*00000
XKLORCSV,Csv-Klorid,*00000
XALCSV,Csv-Albumin,*00000
XALBCSV,Csv-Albumin,*00000
XALBKVC,Albumin-kvot x 10(3),*00000
XIGGCSV,Csv-IgG,*00000
XIGGKVC,IgG-kvot x 10(3),*00000
IGGIND,IgG-index,*00000
XBTP,Csv-Trace protein,*00000
BALBKV,Albuminkvot,*00000
BKREGLU,Kreatinin glukoskorr,*00000
BPMASC,Asc-poly/mono,*00000
BPLMV,Ledv-poly/mono,*00000
BPMPER,Per-poly/mono,*00000
BPMPL,Pl-poly/mono,*00000
BSVETTE,Pt-Svettest,*00000
XBILAMV,Amv-Bilirubin,*00000
XFETOAMV,Amv-Fetoprotein,*00000
XHBASC,Ascites-Hemoglobin,*00000
XLKCASC,Ascites-Leukocyter,*00000
XMONASC,(Asc)Lkc-Mono,*00000
XPOLASC,(Asc)Lkc-Poly,*00000
NPU10165,Dialysv-Bikarbonat,*00000
NPU10168,Dialysv-Kalium,*00000
NPU10192,Dialysv-Natrium,*00000
NPU17172,Dialysv-Calcium,*00000
NPU10122,Dialysv-Klorid,*00000
XLKCDT,Dialysat-Leukocyter,*00000
NPU10112,Dialysat-Glukos,*00000
NPU10043,Dialysat-Kreatinin,*00000
XKREGLUD,Kreatinin glukoskorr,*00000
NPU10026,Dialysat-Urea,*00000
NPU08590,Dr?nagev-Amylas.pank,*00000
XKREDR,Dr?nagev-Kreatinin,*00000
NPU01393,F-Hemoglobin,*00000
XCALPRO,F-Calprotectin,*00000
BGLULV,Ledv-Glukos,*00000
NPU08622,Ledv-Glukos,*00000
NPU04127,Ledv-Kristaller,*00000
XLAKLV,Ledv-Laktat,*00000
XLDLV,Ledv-LD,*00000
NPU14082,Ledv-Leukocyter,*00000
XPOLLEDV,(Ledv)Lkc-Poly,*00000
XMONLEDV,(Ledv)Lkc-Mono,*00000
XLKCPER,Pericardv-Leukocyter,*00000
XPOLPER,(Per)Lkc-Poly,*00000
XMONPER,(Per)Lkc-Mono,*00000
XLDPL,Pleurav-LD,*00000
XLKCPL,Pleurav-Leukocyter,*00000
XPOLPL,(Pl)Lkc-Poly,*00000
XMONPL,(Pl)Lkc-Mono,*00000
XKOPPARV,Vatten-Koppar,*00000
NPU19746,Saliv-Cotinine,*00000
NPU01788,Saliv-Kortisol,*00000
ECPSPU,Sputum-ECP,*00000
XNATSVE,Svett-Natrium,*00000
XKLORIDSVE,Svett-Klorid,*00000
XSVEBED,Svettest (bedåmning),*00000
NPU14338,Albumin,*00000
XALBKVX,Albuminkvot,*00000
NPU10123,Amylas,*00000
XAMMOX,Ammoniumjon,*00000
NPU10128,Bilirubin,*00000
NPU10289,Calcium,*00000
NPU10125,Fosfat,*00000
NPU10127,Glukos,*00000
XLAKX,Laktat,*00000
NPU08631,Kalium,*00000
NPU08651,Natrium,*00000
XKLORIDX,Klorid,*00000
XKREX,Kreatinin,*00000
NPU10132,Urat,*00000
XOSMX,Osmolalitet,*00000
NPU10027,Urea,*00000
NPU10124,LD,*00000
NPU10033,Kolesterol,*00000
XTRIGX,Triglycerider,*00000
XKYLOX,Kylomikroner,*00000
FACTH,P-ACTH(funk),*00000
FALDO,P-Aldosteron(funk),*00000
FANDRO,S-Androstendio(funk),*00000
FCPEPT,S-C-Peptid(funk),*00000
FFSH,S-FSH(funk),*00000
FGASTR,S-Gastrin(funk),*00000
FGLUKA,P-Glukagon(funk),*00000
FHYPROG,S-17a-Hydrprog(funk),*00000
FINNS,S-Insulin(funk),*00000
FIGF1,S-IGF1(funk),*00000
FKALCIT,S-Kalcitonin(funk),*00000
FKORT,S-Kortisol(funk),*00000
FKORTSAL,Saliv-Kortisol(funk),*00000
FLH,S-LH(funk),*00000
FPP,S-Pankrpolypept(funk),*00000
FPARATH,P-Parathormon(funk),*00000
FPROINS,S-Proinsulin(funk),*00000
FRENIN,P-Renin(funk),*00000
FTESTO,S-Testosteron(funk),*00000
FGH,S-Tillv?xthorm(funk),*00000
FTSH,S-TSH(funk),*00000
FØST,S-Østradiol(funk),*00000
FGLU,P-Glukos(funk),*00000
BBLTRUT,Blådn/Trombos utredn,*00000
BTROUTR,Trombos liten utredn,*00000
BFBTRC,(B)Trc-Receptorer,*00000
XAPCSEK,P-APC-resistens,*00000
XGENKF5,Koagfaktor V,*00000
XADHTS,(B)Trc-AdhesivitetS,*00000
XADHTT,(B)Trc-AdhesivitetT,*00000
FBGT,(B)Trc-FBG,*00000
FBGLADPPT,(B)Trc-FBG LADP%,*00000
FBGHADPPT,(B)Trc-FBG HADP%,*00000
FBGHADPFT,(B)Trc-FBG HADP MFI,*00000
FBGCRPPT,(B)Trc-FBG CRP %,*00000
FBGCRPFT,(B)Trc-FBG CRP MFI,*00000
FBGTRAPPT,(B)Trc-FBG TRAP %,*00000
FBGTRAPFT,(B)Trc-FBG TRAP MFI,*00000
PSELRT,(B)Trc-Pselektin%,*00000
PSELADPPT,(B)Trc-Psel ADP%,*00000
PSELADPFT,(B)Trc-Psel ADP MFI,*00000
PSELCRPPT,(B)Trc-Psel CRP %,*00000
PSELCRPFT,(B)Trc-Psel CRP MFI,*00000
PSELTRAPPT,(B)Trc-Psel TRAP %,*00000
PSELTRAPFT,(B)Trc-Psel TRAP MFI,*00000
GPIAPT,(B)Trc-Gpla%,*00000
GPIAFT,(B)Trc-Gpla MFI,*00000
GPIBPT,(B)Trc-Gplb%,*00000
GPIBFT,(B)Trc-Gplb MFI,*00000
GPIIBPT,(B)Trc-GpIIb%,*00000
GPIIBFT,(B)Trc-GpIIb MFI,*00000
BEDT,Bedåmning Trc utred,*00000
XLUPUS,P-Lupusantikoagulans,*00000
XPROGEN,Protrombin,*00000
XHEPA,P-Heparinaktivitet,*00000
XHEPALMW,P-Heparinaktivit LMW,*00000
XKF5,P-Koag.f.V,*00000
XKF7,P-Koag.f. VIIakt,*00000
XKF8C,P-Koag.f. VIIIakt,*00000
XKF9,P-Koag.f. IX,*00000
XKF10,P-Koag.f.X,*00000
XKF11,P-Koag.f. XI,*00000
XKF12,P-Koag.f. XII,*00000
XPAI,P-Plasminakt h?mmare,*00000
XPLAKT,P-Plasminogenakt,*00000
XPROTC,P-Protein C (akt),*00000
XPROTS,P-Protein S,*00000
XVWIMM,P-vWillebrandfakt ag,*00000
XVWIMMU,P-vWillebr (immkem),*00000
YTG,P-Tromboglobulin,*00000
XBLTRBED,Blådn/Trombos bedåmn,*00000
BAMFETAU,U-Amfetamin,*00000
BBENSOU,U-Bensodiazepiner,*00000
BBUPRENU,U-Buprenorfin,*00000
BCANNAU,U-Cannabis,*00000
BDEXTROU,U-Dextropropoxifen,*00000
BETANOLU,U-Etanol,*00000
BKOKAU,U-Kokain,*00000
BMETADU,U-Metadon,*00000
BEDDPU,U-Metadonmetab EDDP,*00000
BMETPRO,U-Metadonprofil,*00000
BMISSBRU,U-Missbruksprofil,*00000
BOPIU,U-Opiater,*00000
XVERIFU,Verifiering ånskas EJ,*00000
NPU01163,U-Amfetamin(screen),*00000
XAMFET(SK)U,U-Amfetamin(skickad),*00000
NPU18177,U-Amfetamin(ver),*00000
NPU08958,U-Bensodiazepin(scr),*00000
XBENSO(SK)U,U-Bensodiaz(skickad),*00000
NPU18178,U-Bensodiazepin(ver),*00000
NPU04584,U-Buprenorfin(screen),*00000
XBUPRE(SK)U,U-Buprenorf(skickad),*00000
XBUPREN(V)U,U-Buprenorfin(ver),*00000
NPU08997,U-Cannabis(screen),*00000
